run0,0,923.606797749979
run0,1,882.842712474619
run0,2,800.0
run0,3,800.0
run0,4,800.0
run0,5,800.0
run0,6,800.0
run0,7,800.0
run0,8,800.0
run0,9,800.0
run1,0,900.0
run1,1,841.4213562373095
run1,2,841.4213562373095
run1,3,841.4213562373095
run1,4,841.4213562373095
run1,5,841.4213562373095
run1,6,800.0
run1,7,800.0
run1,8,800.0
run1,9,800.0
run2,0,841.4213562373095
run2,1,841.4213562373095
run2,2,841.4213562373095
run2,3,841.4213562373095
run2,4,800.0
run2,5,800.0
run2,6,800.0
run2,7,800.0
run2,8,800.0
run2,9,800.0
run3,0,982.842712474619
run3,1,841.4213562373095
run3,2,841.4213562373095
run3,3,841.4213562373095
run3,4,800.0
run3,5,800.0
run3,6,800.0
run3,7,800.0
run3,8,800.0
run3,9,800.0
run4,0,965.0281539872885
run4,1,841.4213562373095
run4,2,841.4213562373095
run4,3,841.4213562373095
run4,4,800.0
run4,5,800.0
run4,6,800.0
run4,7,800.0
run4,8,800.0
run4,9,800.0
run5,0,1024.2640687119285
run5,1,841.4213562373095
run5,2,800.0
run5,3,800.0
run5,4,800.0
run5,5,800.0
run5,6,800.0
run5,7,800.0
run5,8,800.0
run5,9,800.0
run6,0,900.0
run6,1,900.0
run6,2,841.4213562373095
run6,3,800.0
run6,4,800.0
run6,5,800.0
run6,6,800.0
run6,7,800.0
run6,8,800.0
run6,9,800.0
run7,0,882.842712474619
run7,1,882.842712474619
run7,2,841.4213562373095
run7,3,841.4213562373095
run7,4,841.4213562373095
run7,5,800.0
run7,6,800.0
run7,7,800.0
run7,8,800.0
run7,9,800.0
run8,0,941.4213562373095
run8,1,941.4213562373095
run8,2,800.0
run8,3,800.0
run8,4,800.0
run8,5,800.0
run8,6,800.0
run8,7,800.0
run8,8,800.0
run8,9,800.0
run9,0,841.4213562373095
run9,1,841.4213562373095
run9,2,800.0
run9,3,800.0
run9,4,800.0
run9,5,800.0
run9,6,800.0
run9,7,800.0
run9,8,800.0
run9,9,800.0
run10,0,841.4213562373095
run10,1,841.4213562373095
run10,2,841.4213562373095
run10,3,800.0
run10,4,800.0
run10,5,800.0
run10,6,800.0
run10,7,800.0
run10,8,800.0
run10,9,800.0
run11,0,982.842712474619
run11,1,882.842712474619
run11,2,841.4213562373095
run11,3,841.4213562373095
run11,4,841.4213562373095
run11,5,800.0
run11,6,800.0
run11,7,800.0
run11,8,800.0
run11,9,800.0
run12,0,941.4213562373095
run12,1,882.842712474619
run12,2,841.4213562373095
run12,3,800.0
run12,4,800.0
run12,5,800.0
run12,6,800.0
run12,7,800.0
run12,8,800.0
run12,9,800.0
run13,0,965.0281539872885
run13,1,882.842712474619
run13,2,882.842712474619
run13,3,800.0
run13,4,800.0
run13,5,800.0
run13,6,800.0
run13,7,800.0
run13,8,800.0
run13,9,800.0
run14,0,1041.4213562373095
run14,1,882.842712474619
run14,2,841.4213562373095
run14,3,841.4213562373095
run14,4,800.0
run14,5,800.0
run14,6,800.0
run14,7,800.0
run14,8,800.0
run14,9,800.0
run15,0,841.4213562373095
run15,1,841.4213562373095
run15,2,841.4213562373095
run15,3,800.0
run15,4,800.0
run15,5,800.0
run15,6,800.0
run15,7,800.0
run15,8,800.0
run15,9,800.0
run16,0,841.4213562373095
run16,1,841.4213562373095
run16,2,800.0
run16,3,800.0
run16,4,800.0
run16,5,800.0
run16,6,800.0
run16,7,800.0
run16,8,800.0
run16,9,800.0
run17,0,941.4213562373095
run17,1,882.842712474619
run17,2,841.4213562373095
run17,3,841.4213562373095
run17,4,800.0
run17,5,800.0
run17,6,800.0
run17,7,800.0
run17,8,800.0
run17,9,800.0
run18,0,882.842712474619
run18,1,882.842712474619
run18,2,841.4213562373095
run18,3,841.4213562373095
run18,4,800.0
run18,5,800.0
run18,6,800.0
run18,7,800.0
run18,8,800.0
run18,9,800.0
run19,0,982.842712474619
run19,1,882.842712474619
run19,2,882.842712474619
run19,3,841.4213562373095
run19,4,800.0
run19,5,800.0
run19,6,800.0
run19,7,800.0
run19,8,800.0
run19,9,800.0
