run0;0;129000.0;3317180.4999999977;3115591.720880365;7218582235848.995;2686741.9369654753;3317180.5;3980616.6;13809600.0
run0;1;129000.0;3242383.000000002;3015064.481048125;7483741651367.839;2735642.8223304003;3242383.0;3890859.6000000006;12124000.0
run0;2;129000.0;3038823.5000000023;2856527.2592780166;6783968819495.227;2604605.3097341307;3038823.5;3646588.2;12740000.0
run0;3;99000.0;2782713.999999998;2650373.904066015;5152363250456.281;2269881.7701493357;2782714.0;3339256.8;14068800.0
run0;4;99000.0;2725689.9999999995;2632032.096015949;5411413073467.337;2326244.413957256;2725690.0;3270827.9999999995;18014400.0
run0;5;99000.0;2534538.499999999;2362591.0564723304;4141156569314.322;2034983.1864942575;2534538.5;3041446.2;9714600.0
run0;6;99000.0;2656274.499999999;2518426.486845344;5448546198793.719;2334212.1152101234;2656274.5;3187529.4;12511800.0
run0;7;99000.0;2942131.4999999995;2763891.446780864;5679199922470.101;2383107.1991142365;2942131.5;3530557.7999999993;12328200.0
run0;8;99000.0;2830812.5000000014;2663534.5543472236;5052638482506.281;2247807.4834171813;2830812.5;3396975.0;12076800.0
run0;9;99000.0;2684401.5;2498649.3639872796;4360212355525.377;2088112.1510889633;2684401.5;3221281.8;10157000.0
run0;10;99000.0;2631458.5000000014;2477521.088704002;4304086093696.231;2074629.1460635155;2631458.5;3157750.1999999997;11289600.0
run0;11;99000.0;2420292.0000000005;2310481.1020800765;4822410870890.452;2195998.832169647;2420292.0;2904350.3999999994;12652800.0
run0;12;99000.0;2482453.5;2348938.5573515343;4529808188228.895;2128334.604386466;2482453.5;2978944.1999999997;11345600.0
run0;13;99000.0;2504484.0;2298494.233324512;3750665876024.1206;1936663.593922321;2504484.0;3005380.8;8353800.0
run0;14;99000.0;2282122.9999999995;2122787.7733763997;3418919561779.8994;1849032.0607766376;2282123.0;2738547.6;8535800.0
run0;15;99000.0;2119383.5000000005;1984946.3908822094;2833320929022.8643;1683247.1384270536;2119383.5;2543260.2;8489600.0
run0;16;99000.0;2095688.0000000002;1964799.89639945;3004816437141.7085;1733440.635597801;2095688.0;2514825.6;8489600.0
run0;17;99000.0;2207532.4999999995;2047920.6711794795;3154063204214.824;1775968.244145943;2207532.5;2649039.0;8040000.0
run0;18;99000.0;2067048.5000000002;1930832.7045142255;2580539714872.1104;1606405.8375367385;2067048.5;2480458.2;8040000.0
run0;19;99000.0;1951960.0000000002;1814279.1372125067;2570791247336.6836;1603368.7184601936;1951960.0;2342352.0;7206000.0
run0;20;99000.0;1941131.500000001;1838882.9701493853;3377708028600.754;1837854.1913331302;1941131.5;2329357.8;8935500.0
run0;21;99000.0;1966910.0000000002;1861465.114934298;3346309337386.9346;1829292.031739857;1966910.0;2360292.0;8935500.0
run0;22;91000.0;1655104.9999999993;1569701.1948693544;2255097659673.3667;1501698.2585304435;1655105.0;1986125.9999999998;7717500.0
run0;23;91000.0;1669738.0000000007;1594411.3682129406;2831965861463.3164;1682844.574363098;1669738.0;2003685.6;8668800.0
run0;24;91000.0;1555954.9999999993;1483409.2414312756;2341750315050.2515;1530277.855505415;1555955.0;1867146.0;7840000.0
run0;25;91000.0;1436308.4999999998;1371485.352620695;1424957392640.9548;1193715.7922390718;1436308.5;1723570.2;7398000.0
run0;26;91000.0;1374265.4999999998;1301100.404349524;1235235102673.1155;1111411.3112044143;1374265.5;1649118.6;6195000.0
run0;27;91000.0;1407944.0;1348534.6194005308;1744565907702.5125;1320820.1647849386;1407944.0;1689532.7999999998;7650000.0
run0;28;91000.0;1313935.0;1246857.7593770905;1033859765402.01;1016788.9483083547;1313935.0;1576721.9999999998;6105000.0
run0;29;91000.0;1374826.500000001;1301992.9461480507;1463681396831.9097;1209827.0111184944;1374826.5;1649791.7999999998;6221600.0
run0;30;91000.0;1540392.4999999988;1477850.3130084532;2230252703410.804;1493403.0612700658;1540392.5;1848471.0;8680000.0
run0;31;91000.0;1341028.4999999998;1298368.367072625;1690844522148.4924;1300324.7756420288;1341028.5;1609234.1999999997;9200000.0
run0;32;91000.0;1278481.5000000007;1222434.690770193;1428839047344.4724;1195340.5570566375;1278481.5;1534177.8;6696000.0
run0;33;91000.0;1159587.4999999998;1114824.9138431249;923215800295.2261;960841.1941081763;1159587.5;1391504.9999999998;6696000.0
run0;34;91000.0;1156691.5000000007;1112184.9952739228;1062493670228.8945;1030773.3360098595;1156691.5;1388029.7999999998;6696000.0
run0;35;91000.0;1299174.0000000002;1249271.864786723;1266556652084.422;1125413.9914202339;1299174.0;1559008.8;7590000.0
run0;36;91000.0;1225422.4999999995;1180899.1721685734;1134688179943.4673;1065217.4331766577;1225422.5;1470507.0;7470000.0
run0;37;91000.0;1285280.5000000002;1218546.6377897665;1173051977959.5479;1083075.241134958;1285280.5;1542336.6;5885600.0
run0;38;91000.0;1233517.4999999998;1185552.9113091887;1036979900144.4724;1018322.1003908697;1233517.5;1480221.0;7110000.0
run0;39;91000.0;1355582.5;1300323.6168959455;1912738915320.3518;1383018.045912761;1355582.5;1626699.0;7560000.0
run0;40;91000.0;1308513.9999999998;1256034.7843945948;1617227355983.9197;1271702.5422573942;1308514.0;1570216.8;7380000.0
run0;41;91000.0;1137447.0000000002;1093137.4138196867;961180818081.407;980398.295633671;1137447.0;1364936.4;6510000.0
run0;42;91000.0;1234224.4999999995;1184062.6801086713;1214817000954.5227;1102187.3710737764;1234224.5;1481069.4;6860000.0
