1,0.908226,0.937818
2,0.967734,0.853815
3,0.801741,0.925349
4,0.915259,0.772371
5,0.69475,0.938947
6,0.79427,0.856854
7,0.923512,0.687574
8,0.869626,0.728093
9,0.800555,0.760552
10,0.659233,0.880005
11,0.94259,0.548222
12,0.864258,0.663822
13,0.961873,0.474429
14,0.721211,0.783592
15,0.560861,0.898819
16,0.377927,0.969255
17,0.945977,0.400439
18,0.436801,0.911898
19,0.88148,0.483685
20,0.271047,0.960236
21,0.794653,0.6105
22,0.597678,0.800457
23,0.828504,0.554663
24,0.173303,0.957904
25,0.95024,0.189798
26,0.320307,0.917108
27,0.92203,0.301256
28,0.677185,0.700486
29,0.956518,0.069343
30,0.826912,0.440696
31,0.862263,0.361102
32,0.105411,0.921683
33,0.377913,0.8485
34,0.521982,0.769198
35,0.041547,0.912712
36,0.665142,0.630894
37,0.901521,0.099397
38,0.205082,0.883991
39,0.739911,0.511683
40,0.857001,0.25673
41,0.40581,0.773659
42,0.467579,0.735648
43,0.788011,0.353314
44,0.553378,0.658349
45,0.838456,0.139112
46,0.116206,0.838515
47,0.728922,0.443295
48,0.220476,0.80686
49,0.676282,0.479707
50,0.624571,0.527395
51,0.711824,0.372693
52,0.552056,0.579477
53,0.144476,0.776225
54,0.24444,0.747578
55,0.776076,0.092343
56,0.345553,0.708795
57,0.038344,0.756983
58,0.720436,0.246806
59,0.424313,0.635514
60,0.727872,0.030125
61,0.287062,0.673359
62,0.559761,0.463972
63,0.223252,0.681214
64,0.137945,0.69111
65,0.596933,0.364599
66,0.373342,0.572248
67,0.661558,0.036783
68,0.63591,0.177852
69,0.0537,0.651976
70,0.423302,0.504697
71,0.243965,0.601225
72,0.57112,0.264265
73,0.611995,0.077181
74,0.453123,0.424388
75,0.282103,0.548709
76,0.145953,0.57686
77,0.539704,0.131911
78,0.434749,0.353608
79,0.36911,0.404423
80,0.192497,0.486163
81,0.465174,0.197046
82,0.045772,0.495412
83,0.375873,0.33269
84,0.264934,0.401937
85,0.099418,0.46344
86,0.467949,0.030698
87,0.291056,0.334889
88,0.364981,0.246249
89,0.148196,0.390855
90,0.407372,0.068024
91,0.364754,0.166948
92,0.344329,0.088004
93,0.261464,0.242116
94,0.174479,0.308037
95,0.044515,0.28603
96,0.203961,0.217412
97,0.244594,0.073237
98,0.063625,0.200942
99,0.130105,0.140205
100,0.088163,0.070098
